Date,Category,Sales,Price,Store
2/6/2023,Athletic,65,40.79,Store_A
2/6/2023,Athletic,28,45.52,Store_D
2/6/2023,Athletic,33,98.7,Store_D
2/6/2023,Casual,86,80.95,Store_D
2/6/2023,Athletic,77,190.93,Store_C
2/6/2023,Casual,94,90.04,Store_A
2/6/2023,Athletic,38,20.29,Store_D
2/6/2023,Athletic,44,32.55,Store_D
2/6/2023,Athletic,16,53.2,Store_B
2/6/2023,Seasonal,35,198.86,Store_A
2/6/2023,Athletic,91,43.4,Store_B
2/6/2023,Seasonal,76,72.17,Store_D
2/6/2023,Formal,21,121.02,Store_C
2/6/2023,Formal,44,112.22,Store_B
2/6/2023,Seasonal,48,66.58,Store_A
2/7/2023,Athletic,63,65.38,Store_A
2/7/2023,Athletic,70,121.11,Store_B
2/7/2023,Seasonal,46,165.83,Store_A
2/7/2023,Seasonal,59,147.52,Store_D
2/7/2023,Casual,53,92.83,Store_B
2/7/2023,Athletic,27,180.9,Store_D
2/7/2023,Casual,40,166.79,Store_D
2/7/2023,Casual,25,28.35,Store_B
2/7/2023,Formal,86,175.45,Store_C
2/7/2023,Seasonal,2,80.13,Store_C
2/7/2023,Seasonal,28,90.64,Store_C
2/7/2023,Seasonal,53,194.27,Store_B
2/7/2023,Formal,13,130.63,Store_C
2/7/2023,Athletic,95,20.47,Store_B
2/7/2023,Athletic,87,34.15,Store_C
2/7/2023,Seasonal,97,124.69,Store_B
2/7/2023,Seasonal,95,125.04,Store_B
2/7/2023,Formal,47,42.21,Store_B
2/7/2023,Seasonal,26,56.46,Store_D
2/7/2023,Casual,35,51.07,Store_A
2/7/2023,Athletic,28,87.03,Store_C
2/7/2023,Casual,61,172.68,Store_C
2/7/2023,Athletic,64,50.32,Store_B
2/7/2023,Athletic,83,72.04,Store_A
2/7/2023,Formal,72,22.66,Store_B
2/7/2023,Athletic,68,138.88,Store_A
2/7/2023,Casual,60,61.13,Store_D
2/7/2023,Casual,99,81.25,Store_D
2/7/2023,Formal,49,119.05,Store_B
2/7/2023,Formal,62,98.15,Store_B
2/7/2023,Formal,61,183.97,Store_B
2/7/2023,Athletic,75,89.62,Store_D
2/7/2023,Seasonal,29,165.31,Store_A
2/7/2023,Formal,96,145.62,Store_B
2/7/2023,Athletic,78,99.72,Store_D
2/7/2023,Casual,49,137.42,Store_B
2/7/2023,Casual,49,74.4,Store_A
2/7/2023,Casual,35,126.89,Store_A
2/7/2023,Casual,38,172,Store_B
2/7/2023,Seasonal,39,82.76,Store_B
2/7/2023,Athletic,22,33.8,Store_D
2/7/2023,Formal,90,48.33,Store_C
2/7/2023,Formal,72,52.52,Store_A
2/7/2023,Athletic,66,190.49,Store_D
2/7/2023,Formal,46,151.78,Store_B
2/7/2023,Formal,69,93.45,Store_C
2/7/2023,Seasonal,47,57.15,Store_D
2/7/2023,Athletic,30,144.17,Store_B
2/7/2023,Athletic,66,185.7,Store_C
2/7/2023,Formal,19,70.47,Store_A
2/7/2023,Seasonal,85,124.18,Store_B
2/7/2023,Seasonal,53,192.72,Store_D
2/7/2023,Formal,91,192.85,Store_B
2/7/2023,Athletic,5,117.45,Store_D
2/7/2023,Athletic,32,51.02,Store_A
2/7/2023,Athletic,80,117.65,Store_C
2/7/2023,Athletic,95,95.27,Store_C
2/7/2023,Formal,32,83.44,Store_C
2/7/2023,Casual,33,106.02,Store_B
2/7/2023,Casual,44,85.35,Store_A
2/7/2023,Formal,37,115.74,Store_D
2/7/2023,Athletic,33,70.81,Store_D
2/7/2023,Seasonal,20,34.3,Store_C
2/7/2023,Casual,2,23.35,Store_C
2/7/2023,Casual,39,131.22,Store_B
2/7/2023,Athletic,40,85.64,Store_A
2/7/2023,Seasonal,20,162.71,Store_A
2/7/2023,Seasonal,25,126.95,Store_C
2/7/2023,Formal,85,153.59,Store_A
2/7/2023,Formal,30,70.61,Store_C
2/7/2023,Seasonal,21,74,Store_B
2/7/2023,Athletic,5,194.95,Store_B
2/7/2023,Casual,62,88.64,Store_A
2/7/2023,Casual,2,170.21,Store_A
2/7/2023,Seasonal,72,159.34,Store_D
2/7/2023,Seasonal,76,95.64,Store_D
2/7/2023,Athletic,55,84.33,Store_D
2/7/2023,Athletic,28,23.45,Store_D
2/7/2023,Casual,45,105.43,Store_A
2/7/2023,Seasonal,42,42.71,Store_D
2/7/2023,Athletic,16,172.68,Store_C
2/7/2023,Casual,93,189.78,Store_D
2/7/2023,Formal,83,39.77,Store_A
2/7/2023,Formal,54,84.12,Store_B
2/7/2023,Casual,3,86.46,Store_B
2/7/2023,Seasonal,6,189.76,Store_B
2/7/2023,Seasonal,73,138.47,Store_C
2/7/2023,Seasonal,33,101.47,Store_C
2/8/2023,Seasonal,90,72.82,Store_A
2/8/2023,Seasonal,28,157.66,Store_C
2/8/2023,Athletic,44,96.49,Store_C
2/8/2023,Casual,16,121.48,Store_C
2/8/2023,Athletic,2,153.32,Store_D
2/8/2023,Athletic,32,142.05,Store_B
2/8/2023,Seasonal,38,59.49,Store_B
2/8/2023,Casual,27,94.4,Store_A
2/8/2023,Formal,61,61.54,Store_A
2/8/2023,Formal,41,193.39,Store_A
2/8/2023,Formal,87,39.98,Store_C
2/8/2023,Formal,31,83.85,Store_A
2/8/2023,Casual,4,105.63,Store_C
2/8/2023,Seasonal,46,31.66,Store_D
2/8/2023,Formal,92,137.63,Store_D
2/8/2023,Formal,88,182.66,Store_C
2/8/2023,Formal,11,69.02,Store_A
2/8/2023,Athletic,99,56.59,Store_A
2/8/2023,Athletic,40,144.2,Store_D
2/8/2023,Formal,47,191.2,Store_B
2/8/2023,Athletic,54,193.67,Store_A
2/8/2023,Athletic,81,26.23,Store_C
2/8/2023,Seasonal,97,148.5,Store_A
2/8/2023,Athletic,6,26.83,Store_C
2/8/2023,Casual,76,39.59,Store_A
2/8/2023,Casual,83,162.96,Store_D
2/8/2023,Formal,72,134.32,Store_D
2/8/2023,Casual,63,87.8,Store_C
2/8/2023,Athletic,91,69.64,Store_D
2/8/2023,Athletic,45,72.04,Store_D
2/8/2023,Formal,25,20.18,Store_A
2/8/2023,Seasonal,92,39.13,Store_A
2/8/2023,Athletic,80,125.62,Store_D
2/8/2023,Seasonal,72,33.32,Store_C
2/8/2023,Formal,83,65.01,Store_D
2/8/2023,Seasonal,9,34.25,Store_B
2/8/2023,Formal,97,181.86,Store_C
2/8/2023,Seasonal,23,137.23,Store_B
2/8/2023,Casual,28,128.15,Store_D
2/8/2023,Formal,37,197.44,Store_A
2/8/2023,Athletic,31,151.74,Store_B
2/8/2023,Athletic,29,22.68,Store_A
2/8/2023,Casual,80,149.68,Store_D
2/8/2023,Seasonal,54,97.58,Store_A
2/8/2023,Seasonal,22,52.5,Store_D
2/8/2023,Seasonal,4,111.77,Store_A
2/8/2023,Seasonal,84,95.67,Store_C
2/8/2023,Seasonal,37,73.43,Store_D
2/8/2023,Casual,10,154.26,Store_B
2/8/2023,Athletic,33,157.64,Store_B
2/8/2023,Athletic,9,150.23,Store_C
2/8/2023,Seasonal,89,166.34,Store_C
2/8/2023,Seasonal,61,170.02,Store_D
2/8/2023,Formal,72,149.76,Store_C
2/8/2023,Casual,29,64.51,Store_B
2/8/2023,Athletic,4,156.9,Store_B
2/8/2023,Formal,63,64.24,Store_C
2/8/2023,Athletic,86,76.26,Store_D
2/8/2023,Athletic,37,132.88,Store_D
2/8/2023,Casual,72,95.17,Store_D
2/8/2023,Formal,36,73.65,Store_C
2/8/2023,Seasonal,3,154.7,Store_D
2/8/2023,Seasonal,72,187.13,Store_B
2/8/2023,Seasonal,94,73.48,Store_C
2/8/2023,Athletic,90,53.31,Store_C
2/8/2023,Casual,17,134.82,Store_C
2/8/2023,Seasonal,32,139.07,Store_A
2/8/2023,Formal,80,27.89,Store_B
2/8/2023,Athletic,47,113.27,Store_D
2/8/2023,Seasonal,78,155.42,Store_A
2/8/2023,Seasonal,29,71.14,Store_D
2/8/2023,Athletic,38,197.74,Store_D
2/8/2023,Seasonal,27,151.67,Store_A
2/8/2023,Athletic,81,171.78,Store_A
2/8/2023,Athletic,3,32.3,Store_D
2/8/2023,Athletic,75,20.89,Store_B
2/8/2023,Formal,19,177.01,Store_D
2/8/2023,Seasonal,86,196.77,Store_A
2/8/2023,Athletic,53,95.51,Store_B
2/8/2023,Casual,69,102.31,Store_D
2/8/2023,Athletic,65,103.49,Store_D
2/8/2023,Formal,30,130.56,Store_A
2/8/2023,Casual,58,157.92,Store_B
2/8/2023,Casual,76,147.41,Store_B
2/8/2023,Seasonal,90,52.16,Store_A
2/8/2023,Casual,87,48.79,Store_B
2/8/2023,Casual,75,88.01,Store_A
2/8/2023,Formal,41,62.16,Store_D
2/8/2023,Formal,24,187.97,Store_A
2/8/2023,Seasonal,28,82.05,Store_C
2/8/2023,Athletic,94,65.56,Store_A
2/8/2023,Formal,71,95.16,Store_B
2/8/2023,Formal,63,177.86,Store_D
2/9/2023,Formal,39,65.26,Store_B
2/9/2023,Formal,33,181.73,Store_B
2/9/2023,Formal,18,146.23,Store_A
2/9/2023,Casual,35,167.91,Store_C
2/9/2023,Casual,17,75.08,Store_C
2/9/2023,Formal,78,165.22,Store_B
2/9/2023,Casual,44,32.8,Store_B
2/9/2023,Casual,91,59.73,Store_B
2/9/2023,Seasonal,20,49.1,Store_D
2/9/2023,Seasonal,98,171.69,Store_C
2/9/2023,Athletic,11,65.86,Store_D
2/9/2023,Casual,41,22.82,Store_C
2/9/2023,Athletic,81,177.29,Store_D
2/9/2023,Seasonal,94,52.05,Store_B
2/9/2023,Seasonal,64,121.41,Store_D
2/9/2023,Casual,2,183.96,Store_B
2/9/2023,Casual,23,122.13,Store_A
2/9/2023,Seasonal,39,45.27,Store_A
2/9/2023,Formal,7,56.74,Store_A
2/9/2023,Casual,89,67.09,Store_C
2/9/2023,Casual,75,23.26,Store_B
2/9/2023,Casual,46,51.12,Store_C
2/9/2023,Athletic,74,89.57,Store_D
2/9/2023,Casual,39,90.18,Store_A
2/9/2023,Seasonal,73,59.96,Store_D
2/9/2023,Athletic,75,43.83,Store_C
2/9/2023,Athletic,14,98.04,Store_A
2/9/2023,Athletic,37,121.33,Store_D
2/9/2023,Seasonal,31,63.13,Store_C
2/9/2023,Seasonal,37,120.27,Store_B
2/9/2023,Formal,59,41,Store_D
2/9/2023,Seasonal,35,99.83,Store_D
2/9/2023,Athletic,24,84.11,Store_A
2/9/2023,Casual,49,198.56,Store_D
2/9/2023,Formal,98,109.6,Store_C
2/9/2023,Athletic,48,113.94,Store_A
2/9/2023,Seasonal,94,194.5,Store_C
2/9/2023,Athletic,26,137.68,Store_A
2/9/2023,Seasonal,69,143.08,Store_C
2/9/2023,Athletic,76,34.89,Store_C
2/9/2023,Seasonal,91,110.89,Store_C
2/9/2023,Seasonal,30,64.34,Store_B
2/9/2023,Athletic,72,37.36,Store_C
2/9/2023,Casual,51,150.17,Store_D
2/9/2023,Athletic,31,163.93,Store_D
2/9/2023,Seasonal,92,156.25,Store_A
2/9/2023,Formal,7,47.17,Store_B
2/9/2023,Casual,72,20.42,Store_B
2/9/2023,Formal,35,180.59,Store_C
2/9/2023,Casual,67,24.45,Store_D
2/9/2023,Seasonal,97,152.34,Store_C
2/9/2023,Athletic,79,41.66,Store_A
2/9/2023,Seasonal,15,64.58,Store_D
2/9/2023,Formal,68,135.14,Store_D
2/9/2023,Formal,16,104.95,Store_A
2/9/2023,Seasonal,21,130.84,Store_D
2/9/2023,Athletic,34,68.81,Store_B
2/9/2023,Casual,71,184.56,Store_D
2/9/2023,Formal,33,190.35,Store_D
2/9/2023,Casual,86,159.56,Store_A
2/9/2023,Seasonal,65,135.97,Store_B
2/9/2023,Athletic,48,24.52,Store_B
2/9/2023,Seasonal,19,147.7,Store_A
2/9/2023,Casual,40,67.02,Store_B
2/9/2023,Athletic,89,52.38,Store_A
2/10/2023,Seasonal,19,136.27,Store_D
2/10/2023,Casual,15,176.78,Store_B
2/10/2023,Casual,45,131.7,Store_A
2/10/2023,Casual,51,150.89,Store_C
2/10/2023,Formal,40,116.66,Store_B
2/10/2023,Casual,52,119.37,Store_A
2/10/2023,Athletic,8,141.25,Store_C
2/10/2023,Seasonal,94,35.86,Store_B
2/10/2023,Formal,77,38.19,Store_D
2/10/2023,Athletic,57,80.83,Store_D
2/10/2023,Casual,70,59.88,Store_C
2/10/2023,Formal,51,67.81,Store_B
2/10/2023,Athletic,66,94.65,Store_C
2/10/2023,Formal,36,31.87,Store_B
2/10/2023,Seasonal,94,67.42,Store_B
2/10/2023,Formal,2,79.98,Store_A
2/10/2023,Athletic,83,75.13,Store_B
2/10/2023,Formal,69,119.07,Store_C
2/10/2023,Athletic,49,150.39,Store_C
2/10/2023,Casual,46,86.22,Store_B
2/10/2023,Casual,93,187.19,Store_B
2/10/2023,Athletic,88,32.24,Store_C
2/10/2023,Casual,3,195.16,Store_A
2/10/2023,Seasonal,38,50.81,Store_A
2/10/2023,Formal,58,197.16,Store_B
2/10/2023,Athletic,54,56.64,Store_C
2/10/2023,Formal,57,78.44,Store_D
2/10/2023,Athletic,12,181.25,Store_A
2/10/2023,Formal,74,23.05,Store_D
2/10/2023,Athletic,81,115.49,Store_D
2/10/2023,Seasonal,42,84.93,Store_B
2/10/2023,Athletic,39,81.45,Store_C
2/10/2023,Seasonal,44,92.98,Store_B
2/10/2023,Athletic,99,21.61,Store_A
2/10/2023,Athletic,45,36.51,Store_A
2/10/2023,Seasonal,79,103.13,Store_C
2/10/2023,Casual,66,27.97,Store_B
2/10/2023,Casual,58,192.05,Store_B
2/10/2023,Formal,18,44.07,Store_B
2/10/2023,Casual,83,147.82,Store_A
2/10/2023,Casual,56,119.79,Store_C
2/10/2023,Athletic,24,108.53,Store_B
2/10/2023,Casual,82,51.09,Store_C
2/10/2023,Seasonal,82,128.04,Store_D
2/10/2023,Formal,49,84.18,Store_D
2/10/2023,Casual,30,81.8,Store_C
2/10/2023,Casual,58,48.35,Store_B
2/10/2023,Casual,14,113.95,Store_D
2/10/2023,Casual,92,134.52,Store_B
2/10/2023,Seasonal,85,136.65,Store_B
2/10/2023,Seasonal,49,62.7,Store_A
2/10/2023,Seasonal,56,120.64,Store_B
2/10/2023,Athletic,36,125.03,Store_D
2/10/2023,Formal,31,185.2,Store_B
2/10/2023,Athletic,46,192.01,Store_C
2/10/2023,Formal,56,164.76,Store_A
2/10/2023,Athletic,80,35.44,Store_C
2/10/2023,Seasonal,89,49.27,Store_A
2/10/2023,Seasonal,15,191.44,Store_C
2/10/2023,Seasonal,35,136.3,Store_B
2/10/2023,Casual,11,179.65,Store_D
2/10/2023,Casual,57,38.51,Store_A
2/10/2023,Athletic,28,37.48,Store_A
2/10/2023,Formal,64,136.64,Store_B
2/10/2023,Casual,69,145.74,Store_D
2/10/2023,Seasonal,98,102.54,Store_A
2/10/2023,Seasonal,94,113.74,Store_C
2/10/2023,Casual,93,62.76,Store_D
2/10/2023,Casual,64,38.03,Store_A
2/10/2023,Seasonal,37,108.2,Store_C
2/10/2023,Casual,12,182.66,Store_C
2/10/2023,Casual,86,67.31,Store_A
2/10/2023,Formal,16,60.95,Store_D
2/10/2023,Athletic,37,178.68,Store_A
2/10/2023,Formal,65,198.13,Store_B
2/10/2023,Formal,55,189.99,Store_A
2/10/2023,Casual,84,21.88,Store_C
2/10/2023,Formal,56,143.61,Store_B
2/11/2023,Seasonal,20,77.61,Store_B
2/11/2023,Casual,64,118.91,Store_C
2/11/2023,Athletic,52,178.41,Store_C
2/11/2023,Seasonal,16,173.07,Store_B
2/11/2023,Seasonal,69,41.34,Store_A
2/11/2023,Seasonal,56,173.29,Store_D
2/11/2023,Seasonal,20,123.05,Store_D
2/11/2023,Athletic,38,27.8,Store_C
2/11/2023,Seasonal,66,139.7,Store_A
2/11/2023,Seasonal,4,88.97,Store_B
2/11/2023,Formal,83,110.42,Store_D
2/11/2023,Formal,58,74.27,Store_A
2/11/2023,Formal,59,116.62,Store_C
2/11/2023,Formal,41,180.02,Store_A
2/11/2023,Seasonal,32,52.15,Store_D
2/11/2023,Seasonal,38,144.39,Store_D
2/11/2023,Athletic,55,172.17,Store_B
2/11/2023,Formal,15,170.86,Store_C
2/11/2023,Casual,78,175.66,Store_B
2/11/2023,Seasonal,77,84.62,Store_A
2/11/2023,Athletic,22,86.45,Store_B
2/11/2023,Seasonal,27,152.03,Store_B
2/11/2023,Seasonal,68,38.5,Store_D
2/11/2023,Casual,21,126.7,Store_D
2/11/2023,Seasonal,92,159.67,Store_D
2/11/2023,Formal,45,171.41,Store_D
2/11/2023,Athletic,65,109.22,Store_C
2/11/2023,Athletic,39,145.16,Store_B
2/11/2023,Casual,33,61.16,Store_B
2/11/2023,Seasonal,34,106.38,Store_C
2/11/2023,Formal,71,31.85,Store_A
2/11/2023,Formal,80,58.93,Store_A
2/11/2023,Athletic,66,70.13,Store_A
2/11/2023,Casual,93,41.87,Store_D
2/11/2023,Seasonal,6,181.79,Store_B
2/11/2023,Casual,83,193.47,Store_A
2/11/2023,Seasonal,23,33.51,Store_B
2/11/2023,Seasonal,13,169.91,Store_D
2/11/2023,Formal,9,162.57,Store_C
2/11/2023,Seasonal,27,181.78,Store_A
2/11/2023,Seasonal,32,69.71,Store_B
2/11/2023,Seasonal,72,71.93,Store_D
2/11/2023,Formal,85,67.16,Store_A
2/11/2023,Casual,57,148,Store_D
2/11/2023,Seasonal,96,31.08,Store_D
2/11/2023,Formal,26,177.11,Store_A
2/11/2023,Seasonal,49,167.16,Store_B
2/11/2023,Formal,64,167.91,Store_B
2/11/2023,Seasonal,70,123.88,Store_C
2/11/2023,Athletic,22,140.47,Store_C
2/11/2023,Athletic,7,154.16,Store_A
2/11/2023,Seasonal,51,195.34,Store_A
2/11/2023,Seasonal,43,49.32,Store_D
2/11/2023,Athletic,28,165.46,Store_A
2/11/2023,Casual,91,160.37,Store_B
2/11/2023,Seasonal,92,68.32,Store_A
2/11/2023,Athletic,84,165.25,Store_C
2/11/2023,Athletic,47,129.51,Store_D
2/11/2023,Athletic,34,100.07,Store_C
2/11/2023,Casual,82,56.01,Store_C
2/11/2023,Athletic,60,128.62,Store_C
2/11/2023,Casual,71,90.9,Store_B
2/11/2023,Formal,3,143.81,Store_A
2/11/2023,Formal,62,157.15,Store_D
2/11/2023,Athletic,51,84.3,Store_A
2/11/2023,Seasonal,19,53.38,Store_C
2/11/2023,Athletic,83,76.84,Store_A
2/11/2023,Seasonal,53,173.88,Store_D
2/11/2023,Formal,62,174.02,Store_D
2/11/2023,Formal,47,145.34,Store_A
2/11/2023,Formal,75,55.26,Store_D
2/11/2023,Formal,45,198.39,Store_C
2/11/2023,Casual,20,26.96,Store_D
2/11/2023,Casual,39,60.36,Store_D
2/11/2023,Formal,46,28.39,Store_A
2/11/2023,Athletic,56,86.56,Store_D
2/11/2023,Formal,48,88.02,Store_C
2/11/2023,Seasonal,80,77.68,Store_A
2/11/2023,Seasonal,60,177.65,Store_B
2/11/2023,Athletic,47,156.51,Store_B
2/11/2023,Athletic,60,136.52,Store_A
2/11/2023,Athletic,53,35.74,Store_D
2/11/2023,Formal,66,99.72,Store_C
2/11/2023,Formal,11,35.94,Store_B
2/11/2023,Seasonal,9,90.23,Store_D
2/11/2023,Casual,45,180.15,Store_D
2/11/2023,Formal,60,28.25,Store_C
2/11/2023,Casual,62,67.12,Store_A
2/11/2023,Casual,83,21.89,Store_A
2/11/2023,Athletic,33,99.97,Store_C
2/11/2023,Seasonal,57,155.13,Store_D
2/11/2023,Seasonal,8,117.23,Store_C
2/11/2023,Seasonal,34,91.55,Store_D
2/11/2023,Athletic,6,51.33,Store_B
2/12/2023,Seasonal,19,157.71,Store_D
2/12/2023,Casual,68,147.23,Store_B
2/12/2023,Athletic,32,85.68,Store_B
2/12/2023,Casual,73,72.74,Store_A
2/12/2023,Seasonal,56,187.04,Store_A
2/12/2023,Formal,60,28.85,Store_D
2/12/2023,Casual,46,38.03,Store_C
2/12/2023,Seasonal,59,197.42,Store_B
2/12/2023,Athletic,56,144.89,Store_D
2/12/2023,Seasonal,43,191.31,Store_B
2/12/2023,Seasonal,71,150.65,Store_B
2/12/2023,Athletic,40,101.95,Store_A
2/12/2023,Formal,88,159.29,Store_D
2/12/2023,Seasonal,88,149.23,Store_B
2/12/2023,Formal,49,139.59,Store_C
2/12/2023,Athletic,89,106.58,Store_D
2/12/2023,Casual,4,30.08,Store_B
2/12/2023,Seasonal,58,94.01,Store_B
2/12/2023,Seasonal,29,73.92,Store_C
2/12/2023,Athletic,89,118.11,Store_B
2/12/2023,Formal,54,138.99,Store_A
2/12/2023,Formal,81,127.34,Store_B
2/12/2023,Seasonal,67,85.25,Store_D
2/12/2023,Formal,62,184.52,Store_D
2/12/2023,Athletic,91,87.2,Store_B
2/12/2023,Athletic,37,61.68,Store_D
2/12/2023,Seasonal,10,51.23,Store_D
2/12/2023,Formal,7,90.27,Store_C
2/12/2023,Formal,86,86.89,Store_C
2/12/2023,Seasonal,95,20.73,Store_C
2/12/2023,Casual,18,51.55,Store_C
2/12/2023,Casual,7,106.03,Store_D
2/12/2023,Formal,86,90.24,Store_B
2/12/2023,Seasonal,37,46.79,Store_B
2/12/2023,Seasonal,2,196.74,Store_D
2/12/2023,Seasonal,68,78.16,Store_D
2/12/2023,Seasonal,29,33.22,Store_A
2/12/2023,Athletic,50,152.23,Store_B
2/12/2023,Formal,12,78.73,Store_B
2/12/2023,Formal,9,120.89,Store_C
2/12/2023,Seasonal,69,67.77,Store_B
2/12/2023,Casual,66,78.95,Store_A
2/12/2023,Athletic,73,96.89,Store_D
2/12/2023,Casual,95,163.81,Store_B
2/12/2023,Formal,47,174.77,Store_D
2/12/2023,Athletic,52,161.98,Store_B
2/12/2023,Seasonal,25,165.41,Store_D
2/12/2023,Seasonal,82,75.13,Store_D
2/12/2023,Athletic,33,79.39,Store_B
2/12/2023,Casual,61,124.64,Store_A
2/12/2023,Formal,33,101.16,Store_C
2/12/2023,Seasonal,88,132.49,Store_B
2/12/2023,Athletic,51,170.86,Store_C
2/12/2023,Athletic,15,198.6,Store_A
2/12/2023,Athletic,76,89.17,Store_B
2/12/2023,Athletic,71,197.91,Store_D
2/12/2023,Seasonal,19,65.17,Store_D
2/12/2023,Formal,63,161.39,Store_A
2/12/2023,Formal,64,97.67,Store_D
2/12/2023,Formal,18,67.92,Store_D
2/12/2023,Athletic,94,29.61,Store_B
2/12/2023,Formal,59,49.19,Store_A
2/12/2023,Formal,59,40.59,Store_A
2/12/2023,Athletic,62,144.74,Store_D
2/12/2023,Formal,67,122.13,Store_A
2/12/2023,Casual,50,171.38,Store_A
2/12/2023,Athletic,86,95.95,Store_A
2/12/2023,Seasonal,77,162.38,Store_D
2/12/2023,Casual,6,52.02,Store_B
2/12/2023,Formal,80,86.98,Store_C
2/12/2023,Casual,78,23.8,Store_D
2/12/2023,Formal,59,196.83,Store_A
2/12/2023,Casual,99,72.93,Store_B
2/12/2023,Casual,53,103.57,Store_D
2/12/2023,Seasonal,35,90.13,Store_D
2/12/2023,Seasonal,35,116.01,Store_C
2/12/2023,Casual,48,76.07,Store_A
2/12/2023,Athletic,62,164.81,Store_D
2/12/2023,Casual,95,46.37,Store_B
2/13/2023,Formal,21,171.84,Store_C
2/13/2023,Casual,75,29.01,Store_C
2/13/2023,Casual,74,152.99,Store_B
2/13/2023,Seasonal,87,155.91,Store_D
2/13/2023,Athletic,79,119.18,Store_B
2/13/2023,Seasonal,94,115.67,Store_A
2/13/2023,Athletic,91,171.34,Store_A
2/13/2023,Casual,2,73.84,Store_A
2/13/2023,Athletic,32,27.03,Store_D
2/13/2023,Formal,93,182.89,Store_A
2/13/2023,Athletic,81,148.79,Store_A
2/13/2023,Casual,73,99.25,Store_C
2/13/2023,Formal,42,163.81,Store_A
2/13/2023,Seasonal,33,196.01,Store_A
2/13/2023,Formal,45,188.67,Store_B
2/13/2023,Formal,75,159.42,Store_A
2/13/2023,Seasonal,24,96.22,Store_D
2/13/2023,Formal,38,171.69,Store_A
2/13/2023,Seasonal,67,53.66,Store_A
2/13/2023,Athletic,74,130.13,Store_D
2/13/2023,Athletic,84,192.88,Store_C
2/13/2023,Seasonal,76,179.09,Store_A
2/13/2023,Athletic,1,20.07,Store_C
2/13/2023,Formal,67,72.88,Store_A
2/13/2023,Casual,56,120.31,Store_B
2/13/2023,Casual,98,167.19,Store_C
2/13/2023,Casual,35,196.81,Store_A
2/13/2023,Athletic,37,88.52,Store_C
2/13/2023,Formal,51,58.27,Store_C
2/13/2023,Formal,31,159.62,Store_C
2/13/2023,Casual,7,141.88,Store_D
2/13/2023,Seasonal,11,79.55,Store_D
2/13/2023,Athletic,27,181.93,Store_C
2/13/2023,Formal,66,160.45,Store_D
2/13/2023,Formal,12,21.51,Store_B
2/13/2023,Seasonal,81,153.13,Store_B
2/13/2023,Athletic,66,88.04,Store_D
2/13/2023,Seasonal,52,199.71,Store_C
2/13/2023,Casual,22,132.88,Store_A
2/13/2023,Casual,14,57.54,Store_B
2/13/2023,Seasonal,88,113.59,Store_A
2/13/2023,Casual,79,28.79,Store_B
2/13/2023,Formal,20,106.76,Store_C
2/13/2023,Athletic,17,155.63,Store_D
2/13/2023,Formal,74,43.17,Store_B
2/13/2023,Seasonal,22,195.54,Store_C
2/13/2023,Seasonal,51,168.34,Store_D
2/13/2023,Seasonal,12,124.82,Store_A
2/13/2023,Seasonal,3,32.46,Store_A
2/13/2023,Athletic,3,41.12,Store_D
2/13/2023,Casual,44,28.14,Store_D
2/13/2023,Formal,36,171.01,Store_D
2/13/2023,Seasonal,62,164.56,Store_A
2/13/2023,Casual,46,92.26,Store_C
2/13/2023,Casual,1,181.34,Store_A
2/13/2023,Athletic,94,33.84,Store_C
2/13/2023,Formal,18,98.42,Store_C
2/13/2023,Formal,22,142.39,Store_A
2/13/2023,Seasonal,95,50.29,Store_B
2/13/2023,Athletic,52,31.95,Store_B
2/13/2023,Casual,81,175.43,Store_B
2/13/2023,Formal,34,164.05,Store_B
2/13/2023,Athletic,83,129.46,Store_B
2/13/2023,Formal,5,63.22,Store_A
2/13/2023,Formal,43,136.47,Store_A
2/13/2023,Athletic,10,36.29,Store_B
2/13/2023,Athletic,93,50.55,Store_B
2/13/2023,Athletic,15,177.67,Store_B
2/13/2023,Seasonal,25,35.21,Store_A
2/13/2023,Seasonal,71,76.69,Store_B
2/13/2023,Athletic,58,113.99,Store_D
2/13/2023,Casual,42,155.11,Store_C
2/13/2023,Casual,5,66.99,Store_C
2/13/2023,Athletic,16,177.02,Store_C
2/13/2023,Seasonal,83,183.35,Store_B
2/13/2023,Casual,90,64.81,Store_A
2/13/2023,Casual,25,57.77,Store_D
2/13/2023,Athletic,11,39.19,Store_B
2/13/2023,Casual,70,106.23,Store_C
2/13/2023,Athletic,33,157.55,Store_D
2/13/2023,Athletic,14,56.97,Store_B
2/13/2023,Casual,82,195.42,Store_C
2/13/2023,Athletic,51,119.22,Store_A
2/13/2023,Seasonal,46,69.6,Store_C
2/14/2023,Casual,96,112.03,Store_C
2/14/2023,Seasonal,25,112.39,Store_D
2/14/2023,Casual,81,82.74,Store_D
2/14/2023,Casual,24,59.1,Store_C
2/14/2023,Seasonal,13,30.38,Store_B
2/14/2023,Seasonal,54,141.49,Store_A
2/14/2023,Casual,99,60.24,Store_C
2/14/2023,Casual,72,33.97,Store_D
2/14/2023,Athletic,36,143.93,Store_A
2/14/2023,Athletic,19,131.34,Store_C
2/14/2023,Casual,3,158.45,Store_D
2/14/2023,Formal,59,62.1,Store_D
2/14/2023,Athletic,1,186.04,Store_C
2/14/2023,Athletic,35,91.85,Store_B
2/14/2023,Seasonal,47,143.1,Store_C
2/14/2023,Casual,4,146.1,Store_C
2/14/2023,Formal,43,28.87,Store_C
